Unnamed: 0,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Spent,functional_foods,food
613,6222,47,Graduation,Married,22574.0,2,1,28-10-2013,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,37,27,10
614,10299,45,PhD,Single,48240.0,0,0,09-11-2012,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,882,479,403
615,3083,40,Graduation,Married,45837.0,1,1,26-07-2013,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,373,256,117
616,8953,49,Master,Single,35791.0,2,1,06-05-2013,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,35,30,5
618,8650,36,Graduation,Widow,54162.0,1,1,18-03-2013,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,42,20,22
619,10862,54,Master,Married,30522.0,0,1,17-08-2012,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,326,216,110
620,2782,53,PhD,Married,54456.0,0,1,11-07-2013,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,404,367,37
621,6941,43,Graduation,Single,31632.0,0,0,14-07-2013,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,95,64,31
622,10972,65,Graduation,Widow,72298.0,0,0,10-03-2014,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,939,677,262
623,10708,36,2n Cycle,Single,36975.0,1,0,28-12-2013,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,33,16,17
624,6583,59,2n Cycle,Married,72635.0,0,0,03-06-2013,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,981,532,449
625,3641,38,Graduation,Married,13624.0,1,0,20-01-2013,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,36,17,19
626,10156,39,Graduation,Single,84196.0,0,1,03-06-2013,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,1237,436,801
627,4299,54,Graduation,Together,70971.0,0,1,21-09-2012,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,1825,1143,682
628,3469,37,PhD,Divorced,34487.0,1,1,06-09-2012,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,103,28,75
629,5063,37,Graduation,Single,28769.0,1,0,18-12-2012,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,191,47,144
630,10727,44,PhD,Married,69084.0,1,0,19-11-2013,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,1586,1241,345
631,9624,56,PhD,Together,65488.0,0,0,13-06-2014,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,963,675,288
632,5156,44,2n Cycle,Married,62466.0,0,1,15-01-2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,889,333,556
633,4376,54,2n Cycle,Single,32218.0,0,0,15-02-2014,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,93,41,52
634,8923,41,Graduation,Single,83917.0,0,0,18-04-2013,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,1587,791,796
635,8461,52,Graduation,Divorced,46102.0,2,1,10-03-2014,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,16,15,1
636,6945,62,Graduation,Single,84574.0,0,0,04-06-2013,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,1375,604,771
637,944,52,Graduation,Married,56181.0,0,1,08-01-2013,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,393,213,180
638,1907,64,Master,Divorced,63120.0,0,1,28-09-2012,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,1477,1075,402
639,701,43,Graduation,Married,73691.0,0,1,06-11-2013,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,1179,823,356
640,3856,54,Graduation,Together,63381.0,0,1,05-10-2012,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,1005,780,225
641,4149,66,PhD,Together,76140.0,0,0,13-05-2014,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,1348,612,736
642,2131,55,PhD,Divorced,62859.0,0,1,30-12-2012,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,1307,1100,207
643,2942,50,Graduation,Single,45906.0,0,1,07-05-2013,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,486,452,34
645,4381,43,PhD,Married,46463.0,1,1,18-08-2013,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,235,185,50
646,4611,44,Graduation,Together,105471.0,0,0,21-01-2013,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,1724,1237,487
647,3376,44,Master,Divorced,55282.0,1,0,13-12-2013,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,235,148,87
648,4679,37,Master,Married,78710.0,0,1,23-05-2014,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,1092,821,271
649,10928,56,Graduation,Together,66886.0,0,1,16-09-2013,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,599,492,107
651,6728,29,Graduation,Together,29103.0,1,0,27-08-2012,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,48,25,23
652,6661,40,Graduation,Married,67445.0,0,1,12-08-2012,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,1174,848,326
653,4725,64,PhD,Together,50616.0,0,1,13-04-2014,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,67,40,27
654,3277,59,Graduation,Divorced,49431.0,0,1,03-08-2012,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,365,236,129
656,2564,61,Graduation,Together,61278.0,0,1,04-01-2014,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,165,132,33
657,946,56,2n Cycle,Together,26490.0,0,0,22-09-2012,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,210,90,120
658,3867,67,PhD,Together,73059.0,0,1,31-08-2013,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,1095,563,532
659,6940,48,PhD,Single,46734.0,1,2,21-10-2013,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,223,177,46
660,55,51,Graduation,Together,56253.0,0,1,07-12-2012,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,597,525,72
661,7093,29,Graduation,Married,19986.0,1,0,14-11-2013,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,22,11,11
662,5084,39,Graduation,Widow,58330.0,0,1,25-12-2013,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,1064,694,370
663,1777,34,Basic,Married,25965.0,0,0,07-09-2012,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,74,20,54
664,8162,58,Master,Together,14661.0,0,0,01-01-2013,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,26,8,18
665,10826,55,Graduation,Married,18690.0,0,0,28-12-2012,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,60,29,31
666,8754,40,PhD,Together,45068.0,0,1,16-05-2013,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,20,17,3
667,1987,27,Basic,Single,21063.0,1,0,25-09-2013,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,59,19,40
668,11007,46,PhD,Married,29187.0,1,0,09-05-2013,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,34,28,6
669,7426,43,2n Cycle,Married,54690.0,1,1,07-11-2013,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,198,138,60
670,9153,50,PhD,Married,59304.0,0,1,29-07-2013,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,1048,479,569
671,10379,52,Master,Single,59247.0,0,2,08-11-2013,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,574,424,150
672,9204,44,Graduation,Widow,66731.0,0,1,12-09-2012,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,1029,618,411
673,3197,34,Graduation,Married,77353.0,0,1,16-12-2013,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,670,435,235
674,2920,39,PhD,Single,52614.0,0,1,01-12-2012,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,990,836,154
675,6961,40,Graduation,Married,26751.0,2,0,22-05-2014,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,11,5,6
676,4673,51,PhD,Married,81300.0,0,1,30-10-2012,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,1241,1052,189
677,9937,35,Graduation,Single,70337.0,0,0,02-01-2014,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,576,321,255
678,8779,29,2n Cycle,Married,36145.0,1,0,16-06-2013,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,172,75,97
679,9596,34,PhD,Single,65295.0,0,0,23-12-2013,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,664,481,183
680,2891,51,Graduation,Divorced,68118.0,0,1,18-10-2013,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,928,772,156
682,75,32,2n Cycle,Together,41039.0,0,0,25-07-2013,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,467,140,327
683,10120,59,Graduation,Together,38946.0,0,1,24-10-2013,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,257,163,94
684,6327,47,Graduation,Together,65777.0,0,0,19-12-2013,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,1146,651,495
685,10142,38,PhD,Divorced,66476.0,0,1,07-03-2013,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,689,498,191
688,10767,25,PhD,Together,77845.0,0,0,16-05-2014,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,1346,826,520
689,7279,45,PhD,Together,69476.0,0,0,30-09-2013,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,1044,336,708
690,7230,54,PhD,Divorced,50611.0,0,1,04-10-2012,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,493,463,30
691,143,44,Graduation,Single,61209.0,0,0,25-08-2013,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,957,614,343
692,450,56,Master,Together,42315.0,0,1,12-07-2013,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,270,158,112
693,9316,62,Basic,Together,13084.0,0,0,02-11-2013,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,29,19,10
694,6379,65,Master,Widow,47570.0,1,1,29-05-2013,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,121,100,21
695,9239,53,Master,Married,61923.0,0,2,26-07-2013,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,126,101,25
696,8315,19,Graduation,Single,34824.0,0,0,26-03-2014,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,23,8,15
697,2868,65,PhD,Single,26518.0,1,1,08-04-2013,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,57,25,32
698,10888,53,Graduation,Single,45938.0,0,0,03-11-2013,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,636,385,251
699,1277,54,Graduation,Together,78468.0,0,0,09-04-2014,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,1004,490,514
700,9977,41,Graduation,Divorced,78901.0,0,1,17-09-2013,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,734,381,353
701,10196,36,Graduation,Married,71427.0,2,0,12-03-2014,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,614,299,315
702,6384,36,Graduation,Divorced,71022.0,0,1,11-02-2014,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,1453,1163,290
703,8029,26,Master,Single,90247.0,0,0,29-04-2014,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,1621,1216,405
704,968,46,Master,Divorced,41335.0,1,0,26-12-2013,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,187,131,56
705,6988,28,Graduation,Married,71952.0,1,0,10-01-2013,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,1443,856,587
706,4472,44,PhD,Divorced,35682.0,1,0,27-06-2014,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,57,43,14
707,6991,63,Graduation,Divorced,43185.0,0,1,10-04-2013,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,637,573,64
708,3336,66,PhD,Together,66375.0,0,1,21-11-2013,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,948,903,45
709,4301,43,Master,Married,35178.0,1,0,10-01-2013,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,59,43,16
710,1940,28,Graduation,Married,25252.0,1,0,12-07-2013,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,18,9,9
711,1272,49,Master,Single,55250.0,0,1,21-10-2012,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,903,730,173
712,1388,39,Graduation,Single,33249.0,1,0,20-02-2013,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,112,62,50
713,1044,61,Graduation,Together,58398.0,0,0,14-05-2013,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,596,369,227
714,6969,32,Graduation,Together,50272.0,1,0,07-08-2013,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,233,111,122
715,10479,39,PhD,Married,76618.0,0,0,07-12-2012,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,1511,1056,455
716,3619,54,2n Cycle,Divorced,87305.0,0,0,23-09-2012,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,1152,563,589
717,1715,36,Graduation,Together,25851.0,1,0,11-02-2013,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,48,19,29
718,10159,44,Graduation,Divorced,58710.0,0,1,31-03-2013,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,1185,736,449
719,1463,56,Graduation,Single,45160.0,1,1,29-03-2014,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,21,11,10
720,5114,49,Master,Married,74806.0,0,1,19-12-2012,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,965,707,258
721,4990,60,Graduation,Married,59111.0,0,0,02-05-2013,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,869,707,162
722,4329,30,PhD,Married,18988.0,1,0,23-05-2014,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,16,8,8
723,10936,49,Graduation,Married,72190.0,0,0,13-02-2013,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,1947,1012,935
725,7212,48,Graduation,Married,44794.0,0,1,08-06-2014,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,65,58,7
726,6086,59,Graduation,Married,80395.0,0,0,23-11-2013,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,1380,569,811
727,437,38,Master,Divorced,75012.0,0,0,25-01-2014,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,1027,503,524
728,11171,49,Master,Married,56962.0,2,1,11-10-2013,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,411,321,90
729,11101,23,Graduation,Together,89891.0,0,0,15-04-2013,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,836,623,213
730,5329,65,PhD,Divorced,35946.0,1,1,27-09-2013,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,11,8,3
731,610,61,PhD,Together,53593.0,1,1,07-08-2012,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,480,392,88
732,9384,36,Graduation,Married,66373.0,1,1,12-06-2013,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,606,461,145
733,5956,66,PhD,Divorced,45072.0,1,2,16-10-2013,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,284,176,108
734,10430,41,Graduation,Divorced,89694.0,1,1,09-10-2013,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,1472,1196,276
735,7875,65,Graduation,Married,72025.0,0,0,29-04-2014,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,1677,1017,660
736,7072,41,Graduation,Married,67432.0,0,1,29-03-2013,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0,1335,738,597
737,6255,62,Master,Together,70545.0,0,1,03-06-2014,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0,334,177,157
738,6516,25,Basic,Married,17487.0,1,0,18-03-2013,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,18,10,8
739,5564,45,Graduation,Together,62882.0,0,1,09-08-2012,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,1338,630,708
740,5682,61,PhD,Single,64108.0,0,1,23-03-2013,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0,1099,990,109
741,7458,58,Master,Together,34941.0,1,1,06-03-2013,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0,97,66,31
742,5237,64,PhD,Single,48767.0,1,2,01-01-2014,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,0,63,38,25
743,7761,36,2n Cycle,Together,38702.0,1,0,01-08-2013,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,3,11,0,109,61,48
744,5278,50,Graduation,Married,82224.0,0,0,25-01-2014,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,3,11,0,902,378,524
745,3560,62,Graduation,Together,83844.0,0,0,12-05-2013,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,1574,1123,451
746,7235,39,2n Cycle,Married,17003.0,1,0,09-12-2013,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,0,38,17,21
747,10548,19,Graduation,Single,71163.0,0,0,09-03-2014,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,3,11,0,960,433,527
748,2281,44,Graduation,Single,33697.0,1,0,15-09-2013,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,3,11,0,28,18,10
749,4073,60,2n Cycle,Married,63564.0,0,0,29-01-2014,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,3,11,1,1215,868,347
750,6974,42,PhD,Together,83443.0,0,0,31-12-2013,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,3,11,0,1497,658,839
751,7938,56,PhD,Together,51518.0,0,1,03-10-2013,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,3,11,0,449,358,91
752,7094,39,Graduation,Widow,58330.0,0,1,25-12-2013,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,1064,694,370
753,3667,45,Graduation,Married,80952.0,0,0,28-02-2013,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,3,11,1,1757,849,908
754,7723,35,Graduation,Together,75507.0,0,0,02-05-2014,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,1440,869,571
755,3870,36,2n Cycle,Together,63855.0,0,0,09-02-2013,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,3,11,0,1006,564,442
756,4012,42,PhD,Together,62220.0,0,1,11-08-2012,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,3,11,1,1226,823,403
757,5909,50,Graduation,Married,58512.0,0,1,19-09-2013,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,3,11,0,1171,1047,124
758,10470,35,Master,Married,40662.0,1,0,15-03-2013,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,3,11,0,92,67,25
759,6488,55,PhD,Married,38829.0,0,1,06-04-2014,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,3,11,0,99,92,7
760,10270,33,2n Cycle,Married,35523.0,1,0,03-10-2013,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,3,11,0,66,27,39
761,6887,47,Graduation,Single,79146.0,1,1,24-04-2014,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,564,304,260
762,6406,26,Master,Married,78285.0,0,0,28-10-2013,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,3,11,0,1427,754,673
763,7573,36,PhD,Single,31626.0,1,0,10-05-2013,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,3,11,1,86,74,12
764,4508,62,Graduation,Single,75127.0,0,0,22-05-2014,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,3,11,0,833,447,386
765,221,59,Graduation,Married,48726.0,0,1,27-04-2013,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,3,11,0,242,197,45
766,5331,37,Graduation,Married,74985.0,0,0,11-09-2012,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,3,11,0,1869,673,1196
767,1911,27,Graduation,Together,67430.0,0,0,05-09-2012,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,3,11,0,1364,849,515
768,20,49,2n Cycle,Married,46891.0,0,1,01-09-2013,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,183,119,64
769,8786,58,Master,Married,62058.0,0,1,26-05-2013,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,3,11,0,450,359,91
770,10582,35,Graduation,Married,72063.0,0,1,03-07-2013,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,3,11,0,758,302,456
771,1915,63,PhD,Married,78939.0,0,0,12-12-2013,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,3,11,0,1507,999,508
772,8897,49,Graduation,Single,42720.0,1,1,24-04-2013,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,3,11,1,654,530,124
773,2371,42,Graduation,Married,33622.0,1,1,13-04-2013,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0,81,55,26
775,6825,61,Graduation,Together,41452.0,1,1,06-03-2013,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,16,13,3
776,1072,49,PhD,Single,40760.0,0,1,30-08-2013,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,3,11,0,93,76,17
777,4964,56,PhD,Together,74250.0,0,0,26-01-2014,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,3,11,0,1158,680,478
778,2461,59,Master,Single,51124.0,1,1,18-12-2013,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,3,11,0,43,31,12
779,10736,43,Graduation,Single,72258.0,0,1,12-09-2013,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,3,11,0,1525,776,749
780,3194,40,PhD,Single,71466.0,0,0,05-04-2014,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,3,11,0,1230,594,636
781,10839,38,Graduation,Together,36283.0,1,1,14-04-2014,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,3,11,0,29,11,18
782,49,44,Graduation,Single,20587.0,1,0,11-05-2014,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,3,11,0,25,12,13
783,4290,42,Graduation,Married,30467.0,1,0,19-03-2014,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,24,11,13
784,10219,42,Graduation,Together,31590.0,1,0,18-06-2013,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0,38,15,23
785,4211,28,Basic,Married,20425.0,1,0,29-10-2012,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,57,37,20
786,1135,54,Master,Together,17144.0,1,1,15-02-2014,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,3,11,0,47,26,21
787,6299,46,PhD,Divorced,42564.0,0,1,02-01-2013,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,3,11,1,813,540,273
788,10846,36,Master,Married,43783.0,1,0,29-05-2014,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,3,11,0,629,470,159
789,347,38,Graduation,Divorced,40780.0,0,1,08-09-2012,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,3,11,0,377,266,111
790,6543,69,Master,Together,62847.0,0,0,15-01-2013,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,3,11,0,1612,658,954
791,10446,57,PhD,Married,82017.0,0,0,07-11-2012,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,3,11,1,729,230,499
792,3479,64,Graduation,Single,16813.0,0,0,19-07-2013,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,3,11,0,50,19,31
793,11075,36,Graduation,Married,51267.0,1,1,29-10-2013,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,3,11,0,270,197,73
794,4442,53,Graduation,Single,46524.0,0,1,05-04-2013,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,3,11,0,177,97,80
